PID,Content,Aspect,Opinion,Sentiment
176882089029,"Extraordinary good item !!! Very good quality item, very functional, works GREAT !!! E-Bay seller is outstanding !!! Very quick delivery !!! Communication is great !!! Follow-up , shipping and delivery earlier than expected !!! Overall very good experience dealing with this seller , I recommend to all !!! THANKS !!! Great Job Done !!!",delivery,recommend,POS
176882089029,"Very good seller, fast processing and shipping. Excellent description and item.Will buy here again.",processing,fast,POS
176882089029,"Very good seller, fast processing and shipping. Excellent description and item.Will buy here again.",description,Excellent,POS
176882089029,"Received ahead of time. Love these TV tables! They provided extra space for eating during a Christmas party and looked very nice. There was a problem with the stand upon receipt but, the seller provided a satisfactory resolution. Very pleased, Thank you!",stand,Love,POS
176882089029,"Received ahead of time. Love these TV tables! They provided extra space for eating during a Christmas party and looked very nice. There was a problem with the stand upon receipt but, the seller provided a satisfactory resolution. Very pleased, Thank you!",stand,problem,NEG
176882089029,"Had some issues with delivery but company was very communicative and issue was resolved promptly, which I greatly appreciated",delivery,issues,NEG
176882089029,"Had some issues with delivery but company was very communicative and issue was resolved promptly, which I greatly appreciated",company,issues,NEG
176882089029,"Had some issues with delivery but company was very communicative and issue was resolved promptly, which I greatly appreciated",delivery,appreciated,POS
176882089029,"Had some issues with delivery but company was very communicative and issue was resolved promptly, which I greatly appreciated",company,appreciated,POS
176892386730,The item was exactly as described. The markers were in new condition and work as expected. The price was comparable to the big box stores. Shipping was very fast. I would recommend this seller!,price,comparable,POS
176892386730,The item was exactly as described. The markers were in new condition and work as expected. The price was comparable to the big box stores. Shipping was very fast. I would recommend this seller!,Shipping,comparable,POS
176892386730,The item was exactly as described. The markers were in new condition and work as expected. The price was comparable to the big box stores. Shipping was very fast. I would recommend this seller!,price,recommend,POS
176892386730,The item was exactly as described. The markers were in new condition and work as expected. The price was comparable to the big box stores. Shipping was very fast. I would recommend this seller!,Shipping,recommend,POS
183799870747,"Excellent service,prompt delivery, packaged very well, just as described and pictured. Reasonably priced and free shipping! Love my purchase! Thank you and may God bless you!",priced,Reasonably,POS
183799870747,"Just as described, excellent packaging, fast shipping , great seller!",shipping,fast,POS
183799870747,"Great seller, fast shipping and the packaging was great and the magazine arrived as described.",shipping,fast,POS
183799870747,"Great seller, fast shipping and the packaging was great and the magazine arrived as described.",packaging,great,POS
183799870747,Great seller and perfect transaction. Fast response and delivery. Excellent packaged. I will buy again!!,response,Fast,POS
184605411331,Fast delivery. Quick response to email. Item was much more than I expected.,response,Quick,POS
185412392699,This seller was very communicative and great to work with. The nightstands were in great vintage condition and exactly as described.,nightstands,communicative,POS
185412392699,This seller was very communicative and great to work with. The nightstands were in great vintage condition and exactly as described.,nightstands,great,POS
186204377435,"Arrived on time, intact! Nice used book",used,Nice,POS
186280482465,Good transaction. quality product,quality,Good,POS
186305310281,"Item was as described in listing, packed well, good quality and arrived fast. Would work with seller again!!",quality,good,POS
186305310281,Good seller and fast shipping too. Item was as described and came well packaged for mailing. I recommend this seller.,shipping,fast,POS
186305310281,Good seller and fast shipping too. Item was as described and came well packaged for mailing. I recommend this seller.,shipping,recommend,POS
186305310410,item came as described and packaged great. seller has great communication and even helped me when i entered the wrong address for shipping. Highly recommend and would definitely do business with again!,communication,great,POS
186305310410,"I am truly grateful to have this item from an author. I have treasured since the time I was 15. The packaging was absolutely immaculate and it made it safe and unbent it arrived in pristine condition, so thank you very very much. I cannot tell you how much I appreciate that. The item I received is the exact one listed in the description no differences highly recommend the seller would buy from again thank you",packaging,immaculate,POS
186305310410,"I am truly grateful to have this item from an author. I have treasured since the time I was 15. The packaging was absolutely immaculate and it made it safe and unbent it arrived in pristine condition, so thank you very very much. I cannot tell you how much I appreciate that. The item I received is the exact one listed in the description no differences highly recommend the seller would buy from again thank you",packaging,safe,POS
186305310410,"I am truly grateful to have this item from an author. I have treasured since the time I was 15. The packaging was absolutely immaculate and it made it safe and unbent it arrived in pristine condition, so thank you very very much. I cannot tell you how much I appreciate that. The item I received is the exact one listed in the description no differences highly recommend the seller would buy from again thank you",packaging,unbent,POS
186305310410,wonderful photograph of my favorite actress just as described !! shipped fast and packaged with care. thanks so much for this i will cherish it forever !!!,shipped,fast,POS
186305310410,wonderful photograph of my favorite actress just as described !! shipped fast and packaged with care. thanks so much for this i will cherish it forever !!!,shipped,cherish,POS
186305310410,"Seller was very responsive to questions, package was shipped quickly and fully insured, would recommend highly to anyone considering purchasing from them!",shipped,quickly,POS
186305664966,Great seller and great communication! Fast shipping and I will definitely buy from again!,shipping,Fast,POS
186305664966,"Great seller, fast shipping and well packaged. Beautiful card. Thanks!",shipping,fast,POS
186305664966,The rocket plane was shipped very securely. Just like the photos. Great seller. Thank you!,shipped,like,POS
186305664966,"Nice pack as described, quick shipping - thanks!",pack,Nice,POS
186305664966,"Nice pack as described, quick shipping - thanks!",shipping,quick,POS
186305664966,Product came in as described fast shipping great seller pleased with purchase.,shipping,fast,POS
186305664966,Product came in as described fast shipping great seller pleased with purchase.,shipping,great,POS
186305664966,Product came in as described fast shipping great seller pleased with purchase.,shipping,pleased,POS
186305664966,Packaged well Reasonably priced shipping Got delivered quickly Would buy from again,shipping,well priced,POS
186305664966,Packaged well Reasonably priced shipping Got delivered quickly Would buy from again,shipping,Reasonably priced,POS
186305664966,Item proved to be difficult to ship and despite the seller's excellent packaging attempt it arrived damaged. They were very easy to work with and we worked out a solution that was acceptable to both of us. I would buy from them again,ship,difficult,NEG
186305664966,Item proved to be difficult to ship and despite the seller's excellent packaging attempt it arrived damaged. They were very easy to work with and we worked out a solution that was acceptable to both of us. I would buy from them again,packaging attempt,excellent,POS
186305664966,Item proved to be difficult to ship and despite the seller's excellent packaging attempt it arrived damaged. They were very easy to work with and we worked out a solution that was acceptable to both of us. I would buy from them again,ship,easy,POS
186305664966,Item proved to be difficult to ship and despite the seller's excellent packaging attempt it arrived damaged. They were very easy to work with and we worked out a solution that was acceptable to both of us. I would buy from them again,solution,acceptable,POS
186349672167,The order was late by 1 day. We were counting on it so the timing was a big deal for us. Thank you,order,late,NEG
186591534427,Fast shipping ! Very well packaged for shipping !!!!! Book as described !!!!! Great value !!!!!,shipping,Fast,POS
186591534427,Fast shipping ! Very well packaged for shipping !!!!! Book as described !!!!! Great value !!!!!,shipping,well packaged,POS
186591534427,Fast shipping ! Very well packaged for shipping !!!!! Book as described !!!!! Great value !!!!!,shipping,Great,POS
186591534427,Fast shipping ! Very well packaged for shipping !!!!! Book as described !!!!! Great value !!!!!,value,Great,POS
186591534427,"Fast shipping and item as described. Excellent seller, thank you.",shipping,Fast,POS
186591534427,"Good seller. Shipping time was one month more than expected, but that's normal for my country.",Shipping time,normal,NEU
186591534427,"Book is in excellent condition despite its age and the price was very reasonable. Arrived quickly, as described, and was well packaged.",age,excellent,POS
186591534427,Item delivered as described with excellent packaging and on time. Pleased with transaction.,packaging,excellent,POS
186591534427,as described excellent item and packing fast shipping well pleased,shipping,fast,POS
186591534427,as described excellent item and packing fast shipping well pleased,shipping,well,POS
186591534427,as described excellent item and packing fast shipping well pleased,shipping,well pleased,POS
186591534427,as described excellent item and packing fast shipping well pleased,shipping,pleased,POS
186591534427,Better than described. Excellent packing and highly recommended seller.,packing,Excellent,POS
186591534427,Great packaging and delivery Book just as described,packaging,Great,POS
186591534427,As described. Shipped quickly and safely. Many thanks.,Shipped,quickly,POS
186626895611,directions are bad,directions,bad,NEG
186797690938,"Shipped quickly and received with no issues. As described shipped in a top loader. Went the extra step and some. I Will be buying from in the future. Highly, highly recommend anyone else do the same.",Shipped,quickly,POS
186797690938,Great seller! Card was as advertised. Fast shipping within delivery window! Packaging was very nice! Highly recommend! Included an extra card as well! Thank you!!!,shipping,Fast,POS
186797690938,Good transaction.quick shipping,shipping,Good,POS
186797690938,"Packaged arrived reasonably fast and was packaged very well in a bubble wrap envelope, the card was packaged between cardboard and wrapped in bubble wrap inside the envelope. Appreciate the care that it was sent. Card arrived as described.",Packaged,fast,POS
186797690938,"Packaged arrived reasonably fast and was packaged very well in a bubble wrap envelope, the card was packaged between cardboard and wrapped in bubble wrap inside the envelope. Appreciate the care that it was sent. Card arrived as described.",card,Appreciate,POS
186797690938,"Packaged arrived reasonably fast and was packaged very well in a bubble wrap envelope, the card was packaged between cardboard and wrapped in bubble wrap inside the envelope. Appreciate the care that it was sent. Card arrived as described.",care,Appreciate,POS
186797690938,"Good seller, quick shipping -- thanks!!",shipping,quick,POS
186804461797,Thank you so much for your kind words. I'm very happy to hear your great-grandauggter will be getting this amazing cream for Christmas! Come back anytime.,cream,amazing,POS
186804461797,I had issues with my post office and seller was so quick to respond and try to help. It arrived perfectly. Thank you so so much.,post office,issues,NEG
186804461797,I had issues with my post office and seller was so quick to respond and try to help. It arrived perfectly. Thank you so so much.,seller,issues,NEG
186804461797,I had issues with my post office and seller was so quick to respond and try to help. It arrived perfectly. Thank you so so much.,seller,quick,POS
186804461797,Great customer service and item is exactly as described. Arrived before expected delivery date.,customer service,Great,POS
186804461797,Shipped in a pretty padded envelop with a kind note. Thank you!,Shipped,padded,NEG
186804461797,Shipped in a pretty padded envelop with a kind note. Thank you!,envelop,padded,NEG
186819243726,The card reader is as pictured and described. Packed well and shipped very prompt. A great transaction. Thank you!,card reader,well,POS
186819243726,The card reader is as pictured and described. Packed well and shipped very prompt. A great transaction. Thank you!,card reader,great,POS
186819243726,Fast shipping ! New condition! Great value for the price ! Great looking item ! Good quality like described! Great seller will buy again from this seller !,shipping,Fast,POS
186819243726,Fast shipping ! New condition! Great value for the price ! Great looking item ! Good quality like described! Great seller will buy again from this seller !,value,Great,POS
186819243726,Fast shipping ! New condition! Great value for the price ! Great looking item ! Good quality like described! Great seller will buy again from this seller !,price,Great,POS
186819243726,Fast shipping ! New condition! Great value for the price ! Great looking item ! Good quality like described! Great seller will buy again from this seller !,quality,Good,POS
186819243726,This seller showed they shipped item. I work with FedEx and tracked the tracking number when it didn't show up and found the tracking number was for a different name and address I reached out to seller and they didn't have much to say so I had to get a refund I don't recommend this seller,tracking number,different,NEG
186819243726,"These items will work fine for my needs, quick shipping and really good that they are packaged so you only have to use 1 pack and not worry about the others going bad. 5-star service.",shipping,quick,POS
186819243726,"Fast shipping, good communication, very nice eBayer to deal with...Thanks.",eBayer,nice,POS
186819243726,Quality product at a fair price. Prompt shipping and great communication.,shipping,Prompt,POS
186819243726,Items are exactly as described online. Arrived quick. Good seller.,Items,exactly,POS
186819243726,Good product and good price fast delivery good seller,price,good,POS
186819243726,Good product and good price fast delivery good seller,price,fast,POS
186819243726,Good product and good price fast delivery good seller,delivery,fast,POS
186819243726,Good product and good price fast delivery good seller,delivery,good,POS
186865799506,Seller was great to work with. Communicated really well. Shipped fast. Packaged safely. Tracking provided. Items as described. No surprises. Thanks much.,Seller,great,POS
186865799506,"Near mint, as described, good value and prompt shipping. Effective Packaging. Would purchase from seller again.",value,good,POS
186865799506,Packaged arrived on time and shipped with care. Condition and appearance as described. Great experience and would recommend seller!,appearance,Great,POS
186865799506,Packaged arrived on time and shipped with care. Condition and appearance as described. Great experience and would recommend seller!,appearance,recommend,POS
186865799506,Item was as described. Shipping was perfect packaging top-notch got a great value for my money.,Shipping,perfect,POS
186865799506,Item was as described. Shipping was perfect packaging top-notch got a great value for my money.,Shipping,top-notch,POS
186865799506,Great Purchase! The baseball card I bought was exactly as described and in excellent condition. Fast shipping and great communication. Highly recommend this seller! Will definitely buy from again.,shipping,Fast,POS
186865799506,Great Purchase! The baseball card I bought was exactly as described and in excellent condition. Fast shipping and great communication. Highly recommend this seller! Will definitely buy from again.,shipping,recommend,POS
186865799506,This was a complicated transaction. It required a lot of communication. The seller was top notch all the way along. Responded quickly and was very straight forward in how the transaction would be handled. Then he did what he said he would do. Shipped very well packaged. Tracking provided. Items all as expected. Would gladly buy from again.,Responded,quickly,POS
186865799506,"Much lower price than if bought in an Office Depot retail store, plus super fast shipping. Excellent description, photos and communication. I will buy from them again!",price,lower,POS
186865799506,Excellent Transaction. Item Well Wrapped and Quickly Shipped. Good Description and Photos. Arrived in Perfect Condition. THANK YOU !!!,Description,Good,POS
186865799506,"Packaged very well, fast shipping and no price gouging, excellent trade partner.",shipping,fast,POS
186865799506,"Great Seller. Well packaged, Extremely Fast Shipping and Item as Described. Thanks!",Shipping,Fast,POS
186865799506,"After scrolling through all the tape despenserss and rolls of tape this offer was the best value of all the items I scanned. Price was the lowest, rolls of new tape was great and was just the package I was looking for. Shipped well packed and arrived in a reasonable anount of time. Well packed box. Would order from again.",Price,best,POS
186865799506,"After scrolling through all the tape despenserss and rolls of tape this offer was the best value of all the items I scanned. Price was the lowest, rolls of new tape was great and was just the package I was looking for. Shipped well packed and arrived in a reasonable anount of time. Well packed box. Would order from again.",Price,great,POS
186865799506,"After scrolling through all the tape despenserss and rolls of tape this offer was the best value of all the items I scanned. Price was the lowest, rolls of new tape was great and was just the package I was looking for. Shipped well packed and arrived in a reasonable anount of time. Well packed box. Would order from again.",Shipped,well,POS
186865799506,"After scrolling through all the tape despenserss and rolls of tape this offer was the best value of all the items I scanned. Price was the lowest, rolls of new tape was great and was just the package I was looking for. Shipped well packed and arrived in a reasonable anount of time. Well packed box. Would order from again.",Shipped,well packed,POS
186865799506,"I ordered these envelopes as they were slightly cheaper than on the Office Depot website and use these to ship trading cards. Overall the quality of these envelopes works great for my purposes and they did arrive in new condition. The envelopes arrived in a paper bag with handles, which I did not expect, but as long as they arrived it was okay with me.",quality,great,POS
186865799506,"Quick shipping at a great price well packaged, no damage. Good company.",shipping,Quick,POS
186865799506,"Quick shipping at a great price well packaged, no damage. Good company.",price,great,POS
186865799506,Great cards at a great price . Fast shipping and well packaged. I would recommend this seller,cards,Great,POS
186865799506,Great cards at a great price . Fast shipping and well packaged. I would recommend this seller,price,great,POS
186865799506,Great cards at a great price . Fast shipping and well packaged. I would recommend this seller,price,Fast,POS
186865799506,Great cards at a great price . Fast shipping and well packaged. I would recommend this seller,shipping,Fast,POS
186865799506,Great cards at a great price . Fast shipping and well packaged. I would recommend this seller,price,recommend,POS
186865799506,Great cards at a great price . Fast shipping and well packaged. I would recommend this seller,shipping,recommend,POS
186865799506,Fast shipping - shipped in hard protective envelope. Smooth transaction - Fair deal. Exactly as pictured and described. Would definitely buy from again. EBay needs more Sellers like this. Thank you!!!,shipping,Fast,POS
186865799506,"Great Experience Buying From This Seller , Exemplary Fast Early Delivery , Exactly as Described , Exceptional Customer Communication and Service EXCELLENT TRANSACTION !!!",Delivery,Fast,POS
186865799506,"Great Experience Buying From This Seller , Exemplary Fast Early Delivery , Exactly as Described , Exceptional Customer Communication and Service EXCELLENT TRANSACTION !!!",Customer Communication,Exceptional,POS
186865799506,"Great Experience Buying From This Seller , Exemplary Fast Early Delivery , Exactly as Described , Exceptional Customer Communication and Service EXCELLENT TRANSACTION !!!",Service,EXCELLENT,POS
186865799506,"Thank you for the prompt delivery, excellent packaging, and competitive pricing. Your communication was outstanding, and I highly recommend you as a seller. I appreciate your service.",communication,appreciate,POS
186865799506,Great looking card at a very good price. Arrived promptly and in described condition. Thank you would definitely do business again.,card,Great,POS
186865799506,Item as described fast shipment great communication thanks,communication,great,POS
186865799506,"Fast shipping, great packaging to protect card, item is exactly as pictured.",packaging,great,POS
186865799506,Item as described and shipped quickly and safely. Highly recommended seller!,shipped,quickly,POS
186865799506,Cards as described and pictured. Quick shipment and secure packaging.,shipment,Quick,POS
186865799506,Excellent seller with fast shipping and good communication. Delivered as promised thank you!,shipping,fast,POS
186865799506,"Nice easy card purchase with Jersey Shore Wholesale. The card arrived as described and was shipped quick with plenty of protection from any potential damage. Thank you, hope to do business with you again soon.",shipped,quick,POS
186865799506,Seller shipped and packed item very well for shipping no issues good seller.,shipping,well,POS
186865799506,"Item was as described, well packed and shipped promptly.",shipped,well packed,POS
186865799506,Fast delivery great communication great transaction,delivery,Fast,POS
186865799506,Fast delivery great communication great transaction,delivery,great,POS
186865799506,"Carefully packed, fast shipping, cards as described, thank you!",cards,fast,POS
186865799506,Card was packaged very well and came in perfect condition. Excellent buying experience! Thank you!,Card,well,POS
186865799506,Card was packaged very well and came in perfect condition. Excellent buying experience! Thank you!,Card,Excellent,POS
186865799506,Packaged well and quickly. Great transaction!,Packaged,well,POS
186865799506,Great seller ! Fast shipping! Great prices !,prices,Great,POS
186865799506,Great seller ! Great prices ! fast shipping!,prices,Great,POS
186865799506,Card as described and pictured. Quick shipment and secure packaging.,shipment,Quick,POS
186865799506,Excellent pricing on this SP star card. Shipping rate was inclusive. Would purchase from this seller in the future.,pricing,Excellent,POS
186865799506,Excellent pricing on this SP star card. Shipping rate was inclusive. Would purchase from this seller in the future.,Shipping rate,Excellent,POS
186865799506,"Item just as described, great packaging and Fast shipping",packaging,great,POS
186865799506,"Item just as described, great packaging and Fast shipping",shipping,Fast,POS
186865799506,Very professional and courteous. Fast shipping and great deal,shipping,Fast,POS
186865799506,"Great shape, prompt shipping and efficient packaging but no refund on shipping both purchases together",shipping,prompt,POS
186865799506,"Great shape, prompt shipping and efficient packaging but no refund on shipping both purchases together",packaging,efficient,POS
186865799506,"Great shape, prompt shipping and efficient packaging. Shipped with other item but no refund on shipping both together.",shipping,prompt,POS
186865799506,My 1989 Upper Deck packs arrived quickly and were as advertised. For a few minutes I was slightly less depressed. Thank you,Upper packs,quickly,POS
186865799506,Fast Sender Great Ebayer!!,Sender,Fast,POS
186865799506,Fast shipping nicely packaged,shipping,Fast,POS
186865799506,Fast shipping nicely packaged,shipping,nicely packaged,POS
186865799506,Great seller. The card was received promptly in the expected condition.,card,promptly,POS
186865799506,Awesome card. Great packaging and seller.,packaging,Awesome,POS
186865799506,Awesome card. Great packaging and seller.,packaging,Great,POS
186865799506,Fast shipping and accurate description.,shipping,Fast,POS
186865799506,Fast shipping and accurate description,shipping,Fast,POS
186865799506,fast shipping and great seller!!,shipping,fast,POS
186865799506,Great packaging fast shipping thanks,packaging,Great,POS
186865799506,Great packaging fast shipping thanks,shipping,fast,POS
186865799506,Dealer sent a beautiful card exactly as described. Arrived on time.,card,beautiful,POS
186865799506,Very pleased with the card received and the excellent customer service,customer service,excellent,POS
186865799506,Item as described. Quick shipping,shipping,Quick,POS
186865799506,Awesome service and fast shipping!,service,Awesome,POS
186865799506,Great service and fast shipping,service,Great,POS
186865799506,Great service and fast shipping,shipping,fast,POS
186865799506,Great service and fast shipping!,service,Great,POS
186865799506,Great card at a great price. Card arrived safely. Would buy from this seller again!,card,Great,POS
186865799506,Nice Cards - As Described - Quick Ship - THANKS !!!,Cards,Nice,POS
186865799506,Nice Cards - As Described - Quick Ship - THANKS !!!,Ship,Quick,POS
186865799506,Good price and shipped safely and timely.,price,Good,POS
186865799506,Good price and shipped safely and timely.,shipped,safely,POS
186865799506,"Very pleased with purchase! Fair shipping time and the upmost care in packaging. Card looks great! Many, many thanks!",shipping time,Fair,POS
186865799506,Great price Quick delivery,price,Great,POS
186865799506,Great price Quick delivery,price,Quick,POS
186865799506,Great price Quick delivery,delivery,Quick,POS
186865799506,Everything was as described and packaged well thanks so much,packaged,well,POS
186865799506,the pack came in great shape and the shipping was fast,pack,great,POS
186865799506,the pack came in great shape and the shipping was fast,shape,great,POS
186865799506,the pack came in great shape and the shipping was fast,shipping,fast,POS
186865799506,"Great seller, lighting fast shipping",shipping,fast,POS
186865799506,"Great ungraded card, fair shipiing cost and card arrived in perfect condition...Very pleased with the entire transaction.",shipiing cost,fair,POS
186865799506,"Great ungraded card, fair shipiing cost and card arrived in perfect condition...Very pleased with the entire transaction.",card,fair,POS
186865799506,"Great ungraded card, fair shipiing cost and card arrived in perfect condition...Very pleased with the entire transaction.",shipiing cost,pleased,POS
186865799506,"Great ungraded card, fair shipiing cost and card arrived in perfect condition...Very pleased with the entire transaction.",card,pleased,POS
186865799506,Very fast shipping and good price,shipping,fast,POS
186865799506,Very fast shipping and good price,price,good,POS
186865799506,Great service great value,service,Great,POS
186865799506,Great service great value,service,great,POS
186865799506,Card was shipped safe and on time. Recommended seller.,Card,safe,POS
186865799506,Card was shipped safe and on time. Recommended seller.,shipped,safe,POS
186865799506,Card was shipped safe and on time. Recommended seller.,Card,Recommended,POS
186865799506,Card was shipped safe and on time. Recommended seller.,shipped,Recommended,POS
186865799506,Excellent cards packaged nice and delivered quickly!,cards,Excellent,POS
186865799506,Excellent cards packaged nice and delivered quickly!,cards,nice,POS
186865799506,everything as seller said and fast on the delivery,delivery,fast,POS
186865799506,Nice transaction with secure packaging,packaging,Nice,POS
186865799506,Nice transaction with secure packaging,packaging,secure,POS
186865799506,Fast shipping and well packaged.,shipping,Fast,POS
186865799506,We sold through ebay international and used ebay shipping and followed all of the ebay rules and were not allowed to send a combined invoice to an international buyer as ebay sellers know We did out best,ebay shipping,did best,NEG
186865799506,"great card, great price, and excellent shipping",shipping,excellent,POS
186865799506,Great seller. Fast shipping,shipping,Fast,POS
186865799506,"Item as described , quick shipping !",shipping,quick,POS
186865799506,Product as described and quick delivery,delivery,quick,POS
186865799506,"Great transaction, fast shipping",shipping,fast,POS
186865799506,Fast shipping with great card protection. My card arrived quickly and safely in the condition described in the listing. Thank you!,shipping,Fast,POS
186865799506,Perfect transaction as described fast shipping thanks,shipping,fast,POS
186865799506,Nice cards - exactly as described - shipped quickly - thanks!!,cards,Nice,POS
186865799506,Nice cards - exactly as described - shipped quickly - thanks!!,shipped,quickly,POS
186865799506,Great transaction quick shipment great packaging,packaging,great,POS
186865799506,Awesome seller. Cards are packaged well and ships fast.,Cards,well,POS
186865799506,nice card fast shipping good packaging.thank you.,card,nice,POS
186865799506,nice card fast shipping good packaging.thank you.,card,fast,POS
186865799506,nice card fast shipping good packaging.thank you.,shipping,fast,POS
186865799506,nice card fast shipping good packaging.thank you.,shipping,good,POS
186865799506,Awesome seller. Card is packaged well and ships fast.,Card,well,POS
186865799506,Yessah. Awesome Seller. Shipped fast and packaged well. Beautiful card.,Shipped,fast,POS
186865799506,Fast shipping great seller,shipping,Fast,POS
186865799506,Fast shipping great seller,shipping,great,POS
186865799506,"Great seller, card is just as described!",card,Great,POS
186865799506,Item as described. Fast shipper,shipper,Fast,POS
186865799506,got a nice card at a good price would buy from again,card,nice,POS
186865799506,got a nice card at a good price would buy from again,price,good,POS
186865799506,Outstanding service and delivery. Very fast turnaround. Fine transaction.,service,Outstanding,POS
186865799506,"Bundled to lower shipping, fast ship? Great price",price,Great,POS
186865799506,Great seller. Was easy to talk too.,talk,easy,POS
186865799506,"card looks nice, shipping price was fair, shipping was very fast",shipping,fast,POS
186865799506,Good price and fast shipping,price,Good,POS
186865799506,Good price and fast shipping,shipping,fast,POS
186865799506,The cards arrived as described. Thank you.,cards,Thank,POS
186865799506,Great service fast delivery would buy from again.,service,Great,POS
186865799506,Great service fast delivery would buy from again.,service,fast,POS
186865799506,Great service fast delivery would buy from again.,delivery,fast,POS
186865799506,"Great Seller, Timely delivery and a smooth transaction!!",delivery,Timely,POS
186865799506,Great packaging and speedy delivery,packaging,Great,POS
186865799506,Great packaging and speedy delivery,delivery,speedy,POS
186865799506,"Seller bundled to lower shipping, fast ship, great cards",cards,great,POS
186865799506,"Good description, timely shipping and a quality product.",shipping,timely,POS
186865799506,Received as described nicely packaged,packaged,nicely,POS
186865799506,Card shipped quickly and securely and in good shape. Would definitely recommend this seller!,shipped,quickly,POS
186865799506,Blown away at the quality of these cards - I have ordered numerous cards from this set over the years but these are the first I have ever seen that look like they came right out of a freshly opened pack. Thank you!,quality,Blown away,POS
186865799506,Wonderful Seller ! Great prices !!,prices,Great,POS
186865799506,Great card well packaged and fast delivery thank you,card,Great,POS
186865799506,Great card well packaged and fast delivery thank you,card,well packaged,POS
186865799506,Great card well packaged and fast delivery thank you,delivery,fast,POS
186865799506,"Bundled to lower shipping, great price, cool card",card,cool,POS
186865799506,Great seller,seller,Great,POS
186865799506,Item was shipped timely and packaged well.,shipped,timely,POS
186865799506,Shipped quickly,Shipped,quickly,POS
186865799506,Great card Great autograph fast delivery,card,Great,POS
186865799506,Great card Great autograph fast delivery,delivery,fast,POS
186865799506,"Great card, packaging was perfect. Thank You!!",packaging,Great,POS
186865799506,fast service,service,fast,POS
186865799506,Perfect Transaction,Transaction,Perfect,POS
186865799506,"Received quickly and in condition promised. Good seller, would do business with again in the future.",Received,quickly,POS
186865799506,Exactly what I was looking for! The autographed card arrived quickly and in great shape,autographed card,Exactly,POS
186865799506,Exactly what I was looking for! The autographed card arrived quickly and in great shape,autographed card,quickly,POS
186865799506,Exactly what I was looking for! The autographed card arrived quickly and in great shape,shape,great,POS
186865799506,Excellent service,service,Excellent,POS
186865799506,Great transaction,transaction,Great,POS
186865799506,Good card. Fast shipping,shipping,Fast,POS
186865799506,Great package and arrived safely,package,Great,POS
186865799506,good condition and fast delivery,condition,good,POS
186865799506,good condition and fast delivery,delivery,fast,POS
186865799506,fast shipping great card thanks,shipping,fast,POS
186865799506,fast shipping great card thanks,shipping,great,POS
186865799506,Great ebayer,ebayer,Great,POS
186865799506,Love the cards and wow! Fast shipping!,cards,Love,POS
186865799506,the card came in great shape very satisfied,card,great,POS
186865799506,the card came in great shape very satisfied,shape,great,POS
186865799506,the card came in great shape very satisfied,card,satisfied,POS
186865799506,the card came in great shape very satisfied,shape,satisfied,POS
186865799506,Love these guys...Always awesome cards and awesome service!,cards,Love,POS
186865799506,Love these guys...Always awesome cards and awesome service!,cards,awesome,POS
186865799506,Quick shipping and great price. The cards were delivered in great shape.,shipping,Quick,POS
186865799506,Quick shipping and great price. The cards were delivered in great shape.,cards,great,POS
186865799506,card in good shape and delivered quickly,card,good,POS
186865799506,card in good shape and delivered quickly,shape,good,POS
186865799506,card in good shape and delivered quickly,card,good shape,POS
186865799506,card in good shape and delivered quickly,delivered,quickly,POS
186865799506,Great card fast shipping,shipping,fast,POS
186865799506,Excellent Transaction !!!!!!!,Transaction,Excellent,POS
186865799506,Fast shipping nice card thank you,shipping,Fast,POS
186865799506,Great card as advertised,card,Great,POS
186865799506,Great deal fast delivery,delivery,fast,POS
186865799506,"Awesome card, Fast shipping thank you!",shipping,Fast,POS
186865799506,quick service,service,quick,POS
186865799506,Awesome Item !!! Buy Here !!! Excellent 5 Star Quality Ebayer !!!,5 Ebayer,Excellent,POS
186865799506,fast delivery and good quality,delivery,fast,POS
186865799506,fast delivery and good quality,quality,good,POS
186865799506,Nice card sent quickly and securely!,card,Nice,POS
186865799506,Nice card sent quickly and securely!,card,quickly,POS
186865799506,Great card mailed fast,card,Great,POS
186865799506,Great card mailed fast,card,fast,POS
186865799506,Fast shipping excellent condition and great customer service.,shipping,Fast,POS
186865799506,Fast shipping excellent condition and great customer service.,shipping,excellent,POS
186865799506,Fraudulent listing bad seller,listing,Fraudulent,NEG
186865799506,Fraudulent listing bad seller,listing,bad,NEG
186865799506,Awesome seller fast shipping great ebayer,shipping,fast,POS
186865799506,Awesome seller fast shipping great ebayer,ebayer,great,POS
186865799506,Nice card great seller,card,Nice,POS
186865799506,Great ebayer would buy again,ebayer,Great,NEG
186865799506,Item was shipped USPS and tracking shows that we shipped on time. Not sure what happened. We did our best. Sorry it got lost.,tracking,Not sure,NEU
186865799506,"Nice card, shipped fast and securely - thanks!",shipped,fast,POS
186865799506,"Nice card, shipped fast and securely - thanks!",shipped,securely,POS
186865799506,Nice transaction,transaction,Nice,POS
186956728202,Excellent seller. Quick response and shipping. Card looked was in great condition and packed well. Would definitely do business with again. Thanks for the quality card.,response,Quick,POS
186956728202,Excellent seller. Quick response and shipping. Card looked was in great condition and packed well. Would definitely do business with again. Thanks for the quality card.,Card,Quick,POS
186956728202,Excellent seller. Quick response and shipping. Card looked was in great condition and packed well. Would definitely do business with again. Thanks for the quality card.,Card,great,POS
